Longitude,Latitude,Label
38.076222,44.556611,Gelendzhik
145.683333,15.2,Saipan
-153.166667,57.166667,Port Hobron
-67.959556,44.4,Corea
17.983333,40.65,Brindisi
6.816667,58.083333,Farsund
-70.118389,-52.8955,Caleta Clarencia
-43.112111,-22.879167,Niteroi
-131.733333,55.4,Ward Cove
-28.266667,38.4,Lajes
-151.733333,59.433333,Seldovia
-82.398361,9.288944,Almirante
17.783278,62.93875,Kramfors
-73.671306,40.979139,Port Chester
-123.019306,48.537889,Friday Harbor
-0.566722,54.479528,Whitby
10.666667,55.45,Kerteminde
-76.210028,36.300417,Elizabeth City
72.733004,21.146151,Magdalla
12.2,65.466667,Bronnoysund
14.161639,40.815389,Bagnoli
174.773278,-36.830472,Auckland
-74.016667,40.7,New York City
-166.283333,23.866667,Tern Island
-124.116667,46.916667,Westhaven Cove
122.234139,-8.626278,Maumere
42.934139,14.809556,Al Ahmadi
131.302056,-7.961694,Saumlaki
162.316667,69.633333,Ambarchik
11.9,33.783333,Didon Terminal
-76.7,34.716667,Morehead City
133.85,34.333333,Sakaide Ko
12.05,55.833333,Frederikssund
172.893361,-40.832056,Tarakohe
55.783333,25.716667,Al Jazeera Port
-105.065889,69.100639,Cambridge Bay
-128.686,53.997611,Kitimat
106.137944,-2.092528,Pangkalpinang
137.766667,-35.033333,Port Giles
19.923278,60.117111,Mariehamn
14.680833,55.093333,Ronne
-68.893417,44.466694,Searsport
21.590861,63.105806,Vaasa
-153.983583,57.544583,Larsen Bay
11.383333,34.283333,Ashtart Oil Terminal
135.503333,35.524583,Uchiura
125.695778,37.992917,Haeju Hang
-1.04375,45.544139,Le Verdon
-68.45,44.133333,Swans Island
26.984556,36.947472,Kalimnos
24.338028,57.703889,Salacgriva
10.55,42.933333,Portovecchio Di Piombino
22.928306,40.637083,Thessaloniki
128.075444,-15.490833,Wyndham
49.116667,14.516667,Al Mukalla
3.196528,51.332917,Bruges
0.366667,49.766667,Fecamp
-69.9,43.783333,Cundy Harbor
18.55,54.533333,Gdynia
115.239167,5.279583,Victoria
131.866667,33.25,Saganoseki Ko
130.466667,32.6,Misumi Ko
10.86325,63.447056,Muruvik
-110.681722,24.359861,San Juan De La Costa
-2.965833,51.556667,Bird Port
-154.458361,57.573694,Karluk
-67.015861,10.620389,Catia La Mar
131.171667,33.99625,Onoda
31.75,31.483333,Damietta
91.824056,22.273667,Chittagong
106.878306,-6.096278,Jakarta
17.897444,62.834972,Gustavsvik
13.71,37.97875,Termini Imerese
151.833333,7.433333,Moen
18.36,59.325417,Gustavsberg
114.266667,22.583333,Yantian
9.623278,59.134583,Porsgrunn
-123.371806,48.427833,Victoria Harbor
-128.583361,52.599556,Klemtu
123.733333,13.366667,Tabaco
-75.516667,10.316667,Mamonal
16.871639,41.140361,Bari
17.448333,62.505389,Soraker
-66.054194,45.262056,St John
14.216667,68.15,Henningsvaer
17.424972,43.062056,Ploce
-76.433333,36.966667,Newport News
11.775778,55.729139,Holbaek
-68.0075,10.497083,Puerto Cabello
133.55,34,Mishima Kawanoe Ko
41.65,41.65,Batumi
-36.678361,-54.132944,Stromness Harbor
-76.703361,35.035389,Bayboro
10.308278,59.540361,Holmestrand
121.970861,6.714583,Basilian City (Isabela)
15.154139,-26.643778,Luderitz Bay
50.166667,29.733333,Barkan Oil Loading Terminal
109.7,-6.85,Pekalongan
-4.166667,57.683333,Invergordon
9.233333,1.416667,Ceiba Terminal
37.35,45.35,Temryuk
-89.866667,13.583333,Acajutla Offshore Terminal
11.026667,54.370417,Heiligenhafen
2.5,51.076194,Dunkerque Port Est
-15.233333,64.25,Hornabjordur
33.716667,34.966667,Dhekelia
-91.866667,18.633333,Ciudad Del Carmen
-2.793417,50.71625,Bridport Harbour
11.454722,63.801111,Djupviken
-160.231667,21.885139,Nonopapa
-69.733333,43.85,Robinhood
151.783333,-32.916667,Newcastle
-5.883333,57.25,Broadford Bay
-1.504222,50.704972,Yarmouth Harbour
5.433333,5.366667,Forcados
-2.601667,59.22875,Kettletoft
35.392944,-23.911722,Inhambane
18.366667,30.633333,As Sidr
-70.165528,42.035083,Provincetown
179.373361,-16.352972,Malai
129.4,35.45,Ulsan
16.589111,57.694167,Verkeback
-72.852611,18.442,Petit Goave
122.265417,12.579167,Port Romblon
33.95,26.733333,Bur Safaga
11.11875,36.833306,Kelibia
3.7,43.4,Sete
129.868778,32.747472,Nagasaki
-77.15,-12.05,Puerto Del Callao
-124.15,49.266667,Nanoose Harbor
115.103306,-21.62875,Onslow
40.606667,-12.324611,Ibo
134.666667,33.866667,Tachibana
118.161222,24.683333,Zhangzhou
39.3,-6.816667,Dar Es Salaam
116.716667,-20.633333,Dampier
23.933306,59.992056,Inkoo
-70.601306,41.456417,Vineyard Haven
-93.7915,29.998083,Orange
11.433333,58.266667,Lysekil
-6.069222,56.62,Tobermory
-0.983333,37.583333,Cartagena
26.817056,39.0275,Dikili
25.327917,37.461667,Mikonos
140.966667,42.35,Muroran Ko
-123.433333,48.433333,Esquimalt Harbor
-1.497528,55.123306,Blyth
124.433333,10.916667,Isabel
120.245778,31.945389,Jiangyin
9.43,55.042889,Abenra
-64.475056,48.826222,Gaspe
22.646639,32.776194,Darnah
-127.077556,50.605,Port Mcneill
-123.616667,48.75,Cowichan Bay
-85.937222,15.930806,Trujillo
7.466667,4.016667,Yoho Terminal
72.866667,18.966667,Mumbai (Bombay)
11.9,-4.933333,Djeno Terminal
1.316667,36.533333,Tenes
159.95,-9.416667,Honiara
0,50.787944,Newhaven Harbour
8.333333,4.216667,Antan Oil Terminal
152.370861,-24.837111,Bundaberg
103.55,1.35,Tanjung Pelepas
123.629222,12.379528,Masbate
130.75,-1.25,Sailolof
19.088278,42.088667,Bar
10.1,34.283333,Skhira
18.083333,69.35,Gibostad
120.616667,14.083333,Nasugbu
-94.40975,18.150556,Coatzacoalcos
134.602972,34.018306,Komatsushima
105.878722,-6.075028,Anyer Lor
133.296194,33.389167,Susaki Ko
152.266667,-4.333333,Kokopo
-120.857889,35.371222,Morro Bay
-5.556722,56.092917,Crinan (Canal)
-123.196667,49.127889,Steveston
48.583333,28.433333,Ras Al Khafji
76.233333,9.966667,Kochi (Cochin)
-124.518389,49.802889,Westview
-122.256972,38.060833,Benicia
10.716667,54.95,Rudkobing
-157.37925,58.218306,Egegik
-45.20675,60.115389,Nanortalik Havn
35.166667,42.05,Sinop
118.581639,-20.318778,Port Hedland
-123.947944,46.125833,Warrenton
6.664111,43.267889,Saint Tropez
106,-5.916667,Tanjung Sekong
144.283333,44.016667,Abashiri Ko
145.15,14.133333,Rota
-3.550833,58.607472,Scrabster Harbor
-79.567091,8.948227,Balboa
30.124944,31.272083,El Maadiya
-69.552361,47.842611,Riviere Du Loup
38.044944,24.06625,Yanbu
136.7,-12.2,Gove
150.45,-10.316667,Alotoa
140.280833,48.95625,Sovetskaya Gavan
174.783333,-36.933333,Manukau Harbor
-68.5,-53.166667,San Sebastian Bay
-2.5,57.666667,Macduff
120.055889,31.967056,Changzhou
-2,55.766667,Berwick Upon Tweed
-68.015833,10.479583,Venterminals
103.5,10.633333,Kampong Saom
9.433333,54.8,Flensburg
37.297083,44.89,Anapa
-50.95,66.966667,Kangerlusuaq
-4.415,36.718722,Malaga
102.133333,2.25,Pelabuhan Sungai Udang
27.615,37.260389,Gulluk
17.713194,68.909583,Medby
40.133333,-3.216667,Malindi
27.133333,38.433333,Izmir
-57.4475,-34.447139,Puerto Sauce
10.381694,63.432056,Trondheim
127.472083,-0.640056,Labuha
-134.788333,58.097917,Hawk Inlet
79.782861,11.709972,Cuddalore
24.45,36.716667,Milos
116.303917,-2.611,Gunung Batu Besar
107.376222,21.023306,Cam Pha
103.433333,0.983333,Tanjung Balai Karimun
26.533333,59.533333,Kunda
-70.746667,19.838667,Puerto Plata
39.416667,-8.733333,Kilwa Kivinje
117.516667,23.75,Dongshan
-122.416667,47.283333,Tacoma
-65.983333,45.2,Canaport (St. John)
-81.424583,31.354167,Darien
17.849111,62.673306,Ulvvik
9.15,3.983333,Limboh Terminal
-116.933333,68.933333,Cape Young
120.812917,5.544944,Siasi
106.25,4.15,Belanak Field Terminal
-69.316667,43.766667,Monhegan
17.183333,61.266667,Sandarne
117.566667,0.366667,Tanjung Sangata
36.884556,-17.895,Quelimane
-79.9,-2.283333,Puerto Maritimo De Guayaquil
55.483333,25.466667,Al Hamriyah Lpg Terminal
129.592083,32.936639,Matsu Shima
40.519333,64.526472,Arkhangels'k
-125.55,48.95,Ucluelet
-70.233333,-22.083333,Tocopilla
-4.683333,55.55,Troon
-23.6,65.683333,Bildudalur
24.183333,35.483333,Soudha
-151.446722,-16.724583,Uturoa
127.75,34.733333,Yosu
-132.167611,53.708306,Port Clements
-123.414278,48.117028,Port Angeles
39.079167,44.088694,Tuapse
-153.983056,57.626722,Uyak
-63.570417,44.650778,Halifax
-155.889333,19.3465,Kauhako Bay
13.1,67.933333,Reine
-0.1775,54.091639,Bridlington
13.633556,45.093306,Rovinj
-2.982528,53.380778,Liverpool
17.966667,69.233333,Finnsnes
138.541694,37.367889,Kashiwazaki
-4.767472,55.987472,Greenock
34.5,31.666667,Ashqelon
-63.100083,18.062028,Baie Du Marigot
-158.111611,21.300139,Barber's Point
1.084944,49.934583,Dieppe
-134.223472,58.204444,Dupont
8.55,4.25,Kole Oil Terminal
33.65,34.916667,Larnaca
-66.771917,17.997528,Playa De Guayanilla
173.266667,-41.266667,Nelson
126.614056,37.452,Inchon
-153.5,57.116667,Three Saints Bay
-64.75,17.7,Limetree Bay
-124.223528,40.742861,Fields Landing
111.082083,21.475,Shui Dong
141.627111,42.631667,Tomakomai Ko
18.922472,59.292472,Sandhamn
124.15,39.816667,Dandong
121.104167,18.63125,Claveria
-77.060389,3.873917,Buenaventura
9.623278,59.134583,Skien
-75.411667,39.802889,Chester
17.084111,61.315,Soderhamn
37.182028,-17.710972,Porto Belo
31.780778,41.454528,Zonguldak
-70.95,42.45,Lynn
-73.1,-36.7,Talcahuano
-70.95975,42.244083,Quincy
-20.325944,65.829139,Skagastrond
103.766667,1.233333,Pulau Bukom
47.916667,13.983333,Rudum Terminal
-70.85,42.5,Marblehead
124.233333,8.233333,Iligan
135.333333,35.516667,Maizuru Ko
-53.083333,48.5,Port Union
-68.516667,-50.016667,Puerto Santa Cruz
-70.273361,41.629306,Hyannis
-77.816667,34.216667,Wrightsville
0.016667,5.616667,Tema
22.802889,37.57,Navplio
12.166667,55.212083,Fakse Ladeplads Havn
14.393278,40.760389,Torre Del Greco
132.133333,33.95,Yanai
-78.85,21.616667,Jucaro
-155.434194,20.093722,Honokaa
4.134611,51.963028,Maassluis
-78.616667,-9.083333,Puerto De Chimbote
15.16075,55.080806,Nekso
-78.75425,1.811444,Tumaco
11.054139,35.512083,Mahdia
-72.916667,41.233333,New Haven
74.116667,14.816667,Karwar
21.104556,38.480806,Astakos
117.057472,23.649528,Chaozhou
-68.133333,49.233333,Baie Comeau
38.266667,46.733333,Yeysk
171.204556,-42.446667,Greymouth
8.718306,3.787056,Punta Europa Terminal
98.18,4.116222,Pangkalansusu
55.424139,-20.862944,Saint Denis
22.416667,38.433333,Itea
126.4,37.016667,Taesan Hang
-71.366667,-29.966667,Bahia Herradura Guayacan
-90,29.239,Grand Isle
121.808611,31.275,Shanghai
-70.937528,-53.201694,Rada Punta Arenas
32.593222,-25.985444,Maputo
-131.566667,55.133333,Metlakatla
23.383333,37.966667,Pakhi Oil Terminal
122.587889,10.700806,Iloilo
-122.30875,37.871639,Berkeley
146.821667,43.867889,Shakotan
135.35,34.466667,Hannan Ko
-66.368333,48.072917,Dalhousie
83.3,17.683333,Vishakhapatnam
-60.983333,10.133333,Galeota Point Terminal
-52.876722,68.710389,Aasiaat
155.63375,-6.2175,Kieta
-82.233333,9.333333,Bocas Del Toro
-133.235111,55.310222,Waterfall
126.783333,4.233333,Teluk Beo
-60.4,53.35,Terrington Basin
17.116667,58.666667,Oxelosund
-51.75,64.183333,Nuuk
144.3,-1.216667,Longan Island
-122.863361,49.087889,Fraser Mills
-3.633333,54.566667,Workington
34.983333,32.836222,Haifa
-51.18425,68.815806,Qasigiannguit Christianshab
13.490333,45.485861,Umag
-68.195889,44.38925,Bar Harbor
-122.616667,47.566667,East Bremerton
-56.105111,72.73625,Upernavik
176.924583,-39.473361,Napier
-79.558333,21.637889,Tunas De Zaza
-97.395861,27.812083,Corpus Christi
-79.816667,9.4,Bahia De Las Minas
0.162944,49.6875,Port Du Havre Antifer
-52.132667,70.672111,Uummannaq Harbor
-3.816667,51.583333,Port Talbot
158.19625,6.980833,Pohnepi Harbor
10.529139,59.308306,Slagenstangen
133.25,35.55,Sakai Ko
-70.507099,41.386844,Edgartown
175.030889,-39.954583,Wanganui
-9.606278,30.415778,Agadir
-68.259583,10.911639,Puerto Chichiriviche
-76.533333,38.133333,Piney Point
-42.1975,61.792472,Kusanartoq
17.883333,62.883333,Lunde
-8.301722,51.834583,Cobh
-3.05,43.35,Puerto De Bilbao
-61.400389,15.298333,Roseau
119.616667,-4,Parepare
72.239556,21.761667,Bhavnagar
-9.463389,51.680389,Bantry
-134.9,58.25,Funter
-3.404139,54.867472,Silloth
79.824167,11.917056,Pondicherry
-152.683333,58.45,Bear Island
-156.8,21.066667,Pukoo
-152.5,57.916667,Ouzinkie
33.601611,44.498778,Balaklava
-67.85725,44.527361,Wyman
-124.283333,43.4,Empire
-132.216667,55.766667,Union Bay
-0.216667,39.65,Sagunto
18.433333,-34.183333,Simonstown
-60.3,53.366667,Goose Bay
-131.65,55.333333,Ketchikan
-67.640222,44.529222,Jonesport
-7.732444,4.367833,Cape Palmas
100.583333,7.216667,Songkhla Harbor
-2.925944,54.032444,Heysham
50.333333,29.233333,Kharg Island Oil Terminal
0.374917,52.782889,King's Lynn
127.916667,26.266667,Nakagusuku
-61.533333,16.233333,Pointe A Pitre
-123.285167,48.816194,Hope Bay
105.016667,5.516667,Tapis Marine Terminal A
-60.633333,-62.95,Port Foster
-0.265028,53.742889,Kingston Upon Hull
120.482889,14.431667,Mariveles
-158.566667,58.816667,Ekuk
70.447889,22.97,Navlakhi
-76.478389,38.983778,Annapolis
146.466667,-38.7,Welshpool
-1.930889,43.336167,Puerto De Pasajes
-3.213361,48.80625,Treguier
109.235806,13.766278,Qui Nhon
-135.345056,57.047889,Sitka
-120.65,35.133333,Pismo Beach
-131.788333,55.476222,Knudson Cove
72.527083,21.710833,Dahej
140,40.216667,Noshiro Ko
18.45,60.183333,Hargshamn
8.546111,53.563333,Bremerhaven
35.530417,27.563278,Duba
-94.183333,58.783333,Churchill
1.283333,6.133333,Lome
-166.333333,65.266667,Grantley Harbor
-93.862917,29.990472,Port Neches
27.25,37.866667,Kusadasi
-73.083333,18.45,Miragoane
-174.166667,52.233333,Palisades Point
109.233333,12.25,Nha Trang
-68.991722,12.139611,Willemstad
113.966667,4.383333,Miri
14.516667,35.9,Valletta Harbors
28.623278,60.352806,Primorsk
-4.315889,53.126639,Caernarvon
124.215361,7.341667,Polloc (Cotabato)
0.016667,39.966667,El Grao
-157,20.783333,Kaumalapau Harbor
-64.375917,48.768722,Douglastown
14.75,40.666667,Salerno
-53.379889,46.740083,Trepassey Harbor
-57.850472,-34.458361,Colonia Del Sacremento
18.719944,63.285361,Ornskoldsvik
8.083333,3.8,Serpentina Terminal
95.283333,5.566667,Uleelheue
-66.080861,17.96375,Arroyo
50.666667,26.166667,Sitrah
10,-2.833333,Gamba Oil Terminal
-9.05,53.266667,Galway
49.183333,30.466667,Bandar E Mahshahr
-64.833333,32.316667,Ireland Island
130.377917,32.211667,Minamata Ko
136.6,36.616667,Kanazawa
-1.316667,54.833333,Seaham
13.364556,38.133306,Porto Di Palermo
-166.983333,53.766667,Makushin
-151.266667,60.55,Kenai
105.704528,-10.415056,Flying Fish Cove
-76.026889,37.257,Cape Charles
17.940806,62.625833,Harnosand
-53.7,66.916667,Sisimiut
172.933333,1.333333,Tarawa Atoll
35.995806,36.912917,Toros Gubre
110.287417,1.674556,Kuching
-81.463306,30.689528,Fernandina Beach
-74.03225,40.706694,Jersey City
99.6,11.183333,Bang Saphan
-58.416667,-62.083333,Admiralty Bay
20.75,38.95,Preveza
120.250833,-9.646306,Waingapu
-132.4,55.533333,Kasaan
52.35,27.65,Bandar Taheri Offshore Terminal
-67.417083,44.715667,Machias
-128.142861,53.475778,Kemano Bay
-48.107611,61.223306,Gronnedal (Kangilinnguit)
-2.433333,50.583333,Portland Harbour
174.783333,-41.283333,Wellington
112.661222,-7.154194,Gresik
-139.746833,59.5445,Yakutat
-90.035083,30.034667,New Orleans
-134.966667,-23.116667,Port Rikitea
-57.516667,6.25,New Amsterdam
-1.2275,46.16625,La Pallice
-88.183333,17.5,Belize City
-110.325694,24.176833,La Paz
-169.516667,16.75,Johnston Atoll
-60.966667,13.716667,Vieux Fort
55.335028,-20.91625,Port Est
-80.908361,-2.217083,La Libertad
-67.705861,-49.318361,Bahia San Julian
8.8,-0.7,Port Gentil
-162.316667,55.05,King Cove
-1.566667,37.4,Aguilas
44.4,-12.15,Moutsamoudu
-85.983333,16,Puerto Castilla
120.266667,36.033333,Qingdao Gang
-126.046917,49.270444,Ahousat
-61.35625,45.608333,Port Hawkesbury
172.690389,-40.6825,Collingwood
72.462889,-7.348333,Diego Garcia
120.833333,37.816667,Penglai
92.899583,20.1125,Sittwe
141.856194,46.689139,Nevelsk
7.3,3.983333,Okono Terminal
33.033333,68.983333,Mys Abram
-69.475861,19.207889,Puerto Botado
-9.910056,51.650361,Castletown Bearhaven
-152.516667,57.716667,Womens Bay
-158.483333,59.033333,Dillingham
26.083333,39.083333,Vrakhonisis Kallonis
-117.9905,33.645194,Newport Beach
45.006667,10.450389,Berbera
13.566667,-12.333333,Lobito
-97.329111,20.962278,Tuxpan
-51.244639,-30.033361,Porto Alegre
18.195806,57.389139,Klintehamn
8.033333,43.883333,Imperia
-151.416667,59.6,Homer
101.416667,10.083333,Tantawan Marine Terminal
41.583333,42.15,Poti
-90.55,19.85,Campeche
4.883333,43.416667,Fos
12.140833,-15.195444,Namibe
133.688361,34.215361,Takuma
56.633333,24.516667,Port Of Sohar
150.166667,-35.7,Batemans Bay
78.166667,8.8,Tuticorin
-3.316667,56.033333,Braefoot Bay Terminal
114.854167,4.974528,Bandar Seri Begawan
-70.866028,42.813833,Newburyport
-83.75,12.016667,Bluefields
9.683333,4.05,Douala
9.416667,53.783333,Gluckstadt
-123.633333,48.866667,Crofton
29.089139,40.41875,Gemlik
134.500417,-2.762528,Miei
72.9,67.666667,Mys Novyy Port
-64.016667,50.283333,Mingan
141.535,40.526222,Hachinohe Ko
15.422417,68.689167,Sortland
11.728333,54.662944,Nysted
2.633333,39.566667,Palma De Mallorca
132.9,34.116667,Namikata
-16.916667,32.633333,Funchal
8.505694,53.369083,Elsfleth
11.461611,53.900389,Wismar
-70.904389,41.624194,New Bedford
23.4,37.966667,Megara Oil Terminal
-5.584194,57.837472,Aultbea
14.116667,40.816667,Pozzuoli
-7.234972,62.02125,Sorvagur
40.666667,-14.533333,Nacala
53,25.016667,Zirkuh Petroleum Port
135.209556,34.150778,Kainan
108.556222,-6.689167,Cirebon
-52.911806,65.402944,Maniitsoq
-3.966667,5.233333,Port Bouet
140.72175,53.129583,Nikolayevsk Na Amur
-69.367556,11.48875,Puerto Cumarebo
48.828694,-13.081722,Antsohim Bondrona
42.6,15.133333,Ras Isa Marine Terminal
10.609083,59.5625,Tofte
32.825833,35.140389,Xeros
114.51875,22.709972,Huizhou
130.395056,42.33375,Senbong
-127.011694,50.621194,Sointula
-163.558361,63.092917,Kotlik
11.745389,42.1375,Civitavecchia
141.9,39.266667,Kamaishi Ko
-61.916667,45.066667,Sonora
-59.133333,47.566667,Port Aux Basques
-75.133333,19.983333,Puerto Guantanamo
-15.42625,28.140833,Las Palmas
-79.65,1,Esmeraldas
-82.8,21.916667,Nueva Gerona
-61.016528,46.649028,Cheticamp
23.301639,65.78625,Karlsborg
-6.725861,62.119167,Runavik
124.885806,10.12125,Maasin
102.1,1.466667,Bengkalis
-37.047056,-10.896639,Port De Aracaju
8.716667,-0.633333,Cap Lopez
139.233333,38.016667,Eastern Part Of Niigata Ko
-131.625861,55.5925,Loring
52,26.583333,Al Shaheen Terminal
13.934139,37.088722,Licata
141.875861,-12.673778,Weipa
-127.616667,50.533333,Bergh Cove
-2.516667,49.483333,Saint Sampson
-90.393083,30.069861,Destrehan
-69.622528,18.445389,Andres (Andres Lgn Terminal)
-74.143611,40.644083,Port Richmond Si
-67.133333,45.15,Port Bayside Nb
-87.456694,15.783167,Tela
3.916667,36.916667,Dellys
19.9,54.633333,Baltiysk
-5.674111,57.325778,Plockton
-70.064222,12.541556,Paarden Baai (Oranjestad)
33.333333,35.35,Kyrenia
19.453278,63.572861,Nordmaling
-0.066667,53.583333,Grimsby
10.116667,33.9,Gabes
133.56876,33.504808,Kochi Ko
107.716667,-5.883333,Ardjuna Oil Field
124.884167,11.75375,Catbalogan
117.966667,0.983333,Benoa
-77.33775,38.345028,Fredericksburg
114.530833,-3.350472,Banjarmasin
-122.615417,47.700861,Keyport
134.833333,34.7,Kakogawa
-77.143972,34.669667,Swansboro
23.234972,69.963722,Alta
165.55,-21.15,Baie Ugue
121.344167,-2.003722,Kolonodale
114.204111,22.295361,Hong Kong
-158.4,56.3,Chignik
158.639167,53.025806,Petropavlovsk
-173.233333,64.416667,Provideniya
-48.516667,-25.5,Paranagua
12.534167,56.242472,Hoganas
-74.21675,40.562222,Chrome
25.722056,35.188333,Ayios Nikolaos
-68.783333,44.566667,Bucksport
-5.716667,54.733333,Kilroot
27.953306,40.350389,Bandirma
-73.928361,40.797917,Edgewater
45.25,-12.783333,Dzaoudzi
-70.233333,11.75,Amuay (Bahia De Amuay)
33.388361,45.192028,Yevpatoriya
4.983306,43.397889,Port De Bouc
-134.689278,56.383306,Big Port Walter
17.383333,62.333333,Stockvik
-62.977528,17.462083,Oranjestad
-76.616667,36.05,Edenton
-122.5,48.75,Bellingham
109.066667,21.483333,Beihai
-122.65,47.733333,Poulsbo
-8.9,38.516667,Setubal
107.066667,10.35,Vung Tau
-3.980083,51.602083,Swansea
-84.169028,9.43325,Puerto Quepos
-6.195889,57.409972,Portree Harbor
-96.216667,28.683333,Palacios
113.566667,22.183333,Macau
17.4,60.65,Skutskar
154.55,-5.166667,Queen Carola Harbor
-4.236694,57.499583,Inverness
18.685806,42.514528,Risan
-15.623333,11.83125,Bissau
146.983333,-43.166667,Port Huon
-5.666667,43.55,Gijon
16.894944,54.595417,Ustka
-8.482583,54.274083,Sligo
-3.166667,51.45,Cardiff
10.214056,56.137472,Arhus
-170.2625,57.138278,Village Cove
-122.483333,37.5,Princetown
-38.633333,-12.75,Madre De Deus
19.491222,40.447472,Vlores
-57.940056,-34.837917,La Plata
165.96575,55.204972,Nikol Skoye
47.956528,30.071139,Khawr Al Zubair Lng Terminal
-81.132528,-5.067944,Paita
-67.980861,10.495389,Puerto Borburata
80.216667,6.016667,Galle Harbor
5.116667,61.933333,Maloy
109.455028,18.283778,Sanya
129.11875,37.577472,Mukho
-5.705833,-15.903778,Jamestown
-122.606722,47.548722,Port Orchard
55.366667,25.416667,Ash Shariqah
-57.969167,48.973722,Corner Brook
103.95,1.4,Serangoon Harbor
-72.19875,19.787389,Cap Haitien
-55.775389,47.110611,Grand Bank
17.937444,62.790806,Utansjo
24.416667,64.683333,Raahe
-122.6925,47.64875,Silverdale
-123.833333,46.2,Astoria
100.90875,3.962472,Teluk Anson
-74.152444,40.683111,Newark
9.614944,55.509556,Skaerbaek
-2.933333,35.283333,Port Nador
23.593306,38.471194,Chalkis
9.1775,41.362917,Bonifacio
-122.196306,37.536694,Redwood City
-119.673417,34.415111,Santa Barbara
117.833333,3.466667,Tanjung Arang (Bunyu)
-9.25,32.3,Safi
-81.11625,31.9325,Savannah
79.866667,10.833333,Karaikal Port
8.398778,39.198306,Porto Vesme
-124.382639,43.269972,Prosper
-118.5,33.45,Isthmus Cove
116.066667,-8.566667,Ampenan
-56.613389,49.81625,Westport Cove
139.683333,35.466667,Yokohama Ko
10.803361,54.09875,Neustadt
-135.03,57.453722,Todd
5.574111,58.920806,Tananger
131.656194,32.429083,Hososhima Ko
7.688306,62.570417,Andalsnes
-65.034611,-42.761639,Puerto Madryn
-110.336583,24.258361,Pichilingue
33.05,34.666667,Limassol
12.716667,32.8,Az Zawiya
49.405,-18.170417,Toamasina
5.50575,59.783333,Leirvik
-68.883333,43.833333,Criehaven
-122.4,47.783333,Point Wells
10.429972,59.612889,Svelvik
3.816667,51.35,Terneuzen
-3.233333,56.05,Burntisland
145.383333,-40.833333,Port Latta
-5.983333,54.05,Kilkeel
137.3,34.716667,Mikawa
9.8,2.916667,Kome Kribi 1 Marine Terminal
-157.6,57.566667,Pilot Point
54.483333,24.45,Umm An Nar
-90.8,13.916667,Puerto Quetzal
5.743278,58.852917,Sandnes
135.444556,34.5575,Sakai Senboku
29.79,59.97125,Kronshtadt
55.3,25.266667,Dubayy
2.431528,6.342861,Cotonou
-122.614306,48.522833,Anacortes
-94.966944,29.573889,Houston
-82.866667,8.216667,Charco Azul
-7.393333,33.712083,Mohammedia
-69.583333,43.866667,Boothbay Harbor
5.65,62.3,Moldtustranda
8.541194,39.866667,Oristano
25.883333,40.833333,Alexandroupoli
33.561472,66.274194,Keret
-3.831667,51.62875,Neath
-4.134222,50.358306,Plymouth
39.85,-4.066667,Mombasa
-160.490806,55.193306,Unga
-70.713917,42.207417,Scituate
46.3,-15.716667,Mahajanga
-0.483333,38.333333,Alicante
134.466667,34.783333,Aioi
22.209917,60.447083,Turku
-71.15,21.433333,Grand Turk
-7.166667,62.15,Vestmanna
121.599556,23.96,Hua Lien Kang
43.237861,13.32825,Al Mukha
124.666667,8.5,Cagayan De Oro
43.75,-12.266667,Fomboni
14.85,36.716667,Pozzallo
-155.95,19.866667,Kiholo
-64.933333,47.8,Caraquet
116.066667,5.983333,Kota Kinabalu
114.313333,4.618722,Seria Oil Loading Terminal
-133.633333,55.533333,Steamboat Bay
-0.999639,45.972472,Rochefort
21.480833,65.311639,Pitea
1.516667,6.2,Kpeme
-46.071667,60.705417,Qaqurtog
8.541194,39.866667,Porto Di Oristano
5.692444,60.159139,Strandvik
-0.252556,49.290444,Ouistreham
-170.363361,63.684583,Savoonga
10.143278,54.320389,Kiel
12.583333,37.65,Mazara Del Vallo
125.583333,-8.533333,Dili
-9.5,52.633333,Kilrush
122.600806,-5.457917,Baubau
3.35,6.35,Tin Can Island
50.166667,26.633333,Ras Tannurah
167.95,-29.066667,Kingston
-122.256972,38.060833,Martinez
138.5,35.016667,Simizu Ko
116.713361,23.35625,Shan T Ou
-56.133333,50.866667,Roddickton
-89.083333,30.35,Gulfport
-7.534278,55.093278,Rathmullan
18.767472,42.422083,Kotor
121.181667,13.420361,Calapan
-93.886034,29.749295,Sabine Pass
-64.082556,46.809556,Alberton
35.5,33.9,Bayrut
-130.333333,54.316667,Prince Rupert
3.066667,43.016667,Port La Nouvelle
-70.15,-53.883333,Puerto Yartou
-134.649222,56.250833,Port Alexander
-75.083333,38.333333,Ocean City
-80.183333,25.783333,Miami
-6.968333,52.241222,New Ross
138.233333,34.6,Omaezaki Ko
23.496639,40.25875,Yerakini
16.083333,68.05,Drag
8.444583,44.278306,Rada Di Vado
15.205028,32.382056,Misratah
150.916667,-34.483333,Port Kembla
8.734944,3.757083,Malabo
141.724194,39.072083,Ofunato
-4.427528,55.903306,Rothesay Dock
11.683333,36.6,Tazerka Oil Terminal
18.5,57.116667,Ronehamn
106.745722,10.572833,Ho Chi Minh / Saigon
126.733333,37,P'ongt'aek Hang
1.666611,41.197083,Vilanova Y Geltru
